event_id,account_id,user_id,event_name,feature_name,event_timestamp,session_id
E232060,A036,U35202,alert_acknowledged,scheduling,2025-04-25,S21564
E472809,A003,U48603,report_exported,scheduling,2025-06-20,S23854
E809743,A047,U70408,report_exported,scheduling,2025-04-17,S70280
E847177,A011,U92249,report_exported,scheduling,2025-05-29,S58272
E187367,A013,U80747,alert_acknowledged,scheduling,2025-04-23,S74226
E207339,A004,U53769,alert_acknowledged,analytics,2025-01-18,S43585
E927727,A001,U91904,alert_acknowledged,scheduling,2025-02-22,S43286
E594508,A036,U71222,login,analytics,2025-01-05,S34268
E646952,A043,U74421,report_exported,monitoring,2025-03-22,S94963
E849045,A002,U16621,patient_upload,monitoring,2025-01-03,S68491
E339864,A022,U62775,report_exported,scheduling,2025-02-16,S44221
E988783,A050,U38029,alert_acknowledged,scheduling,2025-06-27,S45603
E782930,A007,U39062,alert_acknowledged,analytics,2025-05-17,S25848
E449490,A003,U35386,alert_acknowledged,analytics,2025-03-29,S12933
E504634,A029,U83045,login,scheduling,2025-02-02,S21596
E664254,A003,U10979,patient_upload,scheduling,2025-03-12,S43855
E833002,A034,U60553,report_exported,analytics,2025-04-09,S60779
E918708,A031,U37202,login,monitoring,2025-02-27,S65297
E931344,A040,U34066,login,monitoring,2025-06-20,S52984
E432382,A036,U80444,patient_upload,analytics,2025-02-10,S21901
E723489,A019,U54727,patient_upload,scheduling,2025-04-10,S48156
E977694,A024,U65826,login,monitoring,2025-04-02,S84813
E362331,A043,U76780,login,scheduling,2025-03-06,S98307
E198331,A040,U62304,report_exported,monitoring,2025-05-17,S72563
E592141,A010,U51934,report_exported,monitoring,2025-03-10,S88979
E336256,A012,U73010,patient_upload,monitoring,2025-01-29,S35157
E904415,A038,U38368,alert_acknowledged,scheduling,2025-02-28,S96471
E698877,A038,U23896,report_exported,analytics,2025-04-12,S94483
E132013,A002,U71392,alert_acknowledged,monitoring,2025-06-14,S57173
E277191,A015,U80784,patient_upload,monitoring,2025-01-31,S13851
E573174,A041,U57817,report_exported,monitoring,2025-04-11,S27748
E122815,A025,U83206,alert_acknowledged,scheduling,2025-04-30,S12577
E298832,A038,U75417,patient_upload,scheduling,2025-04-04,S23750
E284176,A011,U95077,report_exported,scheduling,2025-04-25,S92304
E788696,A012,U64375,patient_upload,scheduling,2025-01-28,S94946
E861093,A035,U30050,patient_upload,analytics,2025-02-10,S23551
E744269,A033,U72566,report_exported,scheduling,2025-04-01,S75463
E730807,A034,U24951,alert_acknowledged,monitoring,2025-05-12,S55125
E667073,A003,U64116,patient_upload,analytics,2025-01-04,S78568
E708070,A010,U56293,patient_upload,monitoring,2025-01-27,S91854
E450560,A041,U64603,login,analytics,2025-06-16,S97603
E646073,A040,U38857,report_exported,monitoring,2025-04-06,S50128
E704599,A022,U84693,report_exported,analytics,2025-06-22,S35802
E193653,A028,U56015,alert_acknowledged,scheduling,2025-03-14,S83907
E745029,A035,U11633,patient_upload,monitoring,2025-01-24,S56307
E160444,A011,U78722,report_exported,scheduling,2025-04-13,S75567
E875541,A022,U79274,report_exported,monitoring,2025-05-18,S22528
E751042,A022,U94678,login,scheduling,2025-05-02,S59983
E361728,A008,U90200,alert_acknowledged,monitoring,2025-01-03,S96954
E854327,A022,U73901,alert_acknowledged,monitoring,2025-04-09,S18447
E522527,A020,U35168,alert_acknowledged,scheduling,2025-05-17,S41031
E512860,A020,U44679,alert_acknowledged,analytics,2025-05-22,S86644
E456876,A013,U89146,alert_acknowledged,scheduling,2025-02-15,S36021
E232696,A014,U85630,alert_acknowledged,scheduling,2025-05-14,S25810
E214403,A016,U35964,patient_upload,monitoring,2025-03-01,S56894
E544642,A041,U42251,login,monitoring,2025-06-25,S82367
E516340,A023,U34286,patient_upload,analytics,2025-06-10,S90273
E141210,A003,U24326,alert_acknowledged,scheduling,2025-03-07,S18417
E881631,A010,U18087,alert_acknowledged,monitoring,2025-03-30,S61526
E296042,A040,U71212,patient_upload,analytics,2025-02-15,S93116
E511804,A021,U16637,alert_acknowledged,scheduling,2025-01-31,S23584
E492498,A008,U27848,report_exported,scheduling,2025-06-10,S33860
E119228,A049,U88255,patient_upload,monitoring,2025-04-01,S98937
E798364,A028,U61401,login,analytics,2025-06-08,S59649
E245981,A045,U82407,patient_upload,scheduling,2025-05-30,S63035
E470032,A037,U40594,login,scheduling,2025-05-21,S37994
E441417,A022,U83280,report_exported,monitoring,2025-02-13,S48450
E906780,A039,U68702,alert_acknowledged,monitoring,2025-06-27,S45084
E407320,A002,U26263,alert_acknowledged,scheduling,2025-02-03,S77526
E964305,A016,U66573,patient_upload,scheduling,2025-06-11,S22659
E318569,A005,U56372,alert_acknowledged,analytics,2025-03-04,S12800
E995046,A006,U53755,patient_upload,scheduling,2025-03-31,S28028
E781426,A005,U50890,login,scheduling,2025-05-07,S65065
E320931,A038,U90331,alert_acknowledged,scheduling,2025-01-18,S93217
E519624,A003,U74062,alert_acknowledged,scheduling,2025-03-06,S53900
E473809,A044,U80361,login,monitoring,2025-01-26,S40703
E828703,A009,U18323,patient_upload,scheduling,2025-03-04,S72518
E431970,A042,U26014,patient_upload,analytics,2025-03-10,S13998
E285385,A022,U37635,login,monitoring,2025-05-27,S72629
E689627,A030,U65842,report_exported,scheduling,2025-06-11,S32276
E950194,A042,U21445,patient_upload,analytics,2025-02-03,S56605
E238031,A012,U16554,report_exported,monitoring,2025-03-16,S37074
E289596,A021,U92724,patient_upload,analytics,2025-02-01,S89176
E916375,A012,U79749,patient_upload,monitoring,2025-04-20,S16715
E616477,A025,U76976,alert_acknowledged,monitoring,2025-01-20,S70132
E229935,A035,U20289,login,monitoring,2025-06-10,S16226
E276324,A031,U11295,report_exported,monitoring,2025-03-27,S84230
E848357,A049,U52149,alert_acknowledged,scheduling,2025-06-19,S13204
E396387,A035,U30396,alert_acknowledged,monitoring,2025-03-11,S78149
E185870,A036,U66422,report_exported,analytics,2025-02-21,S60401
E494268,A007,U48367,alert_acknowledged,analytics,2025-05-03,S29043
E215667,A009,U33651,report_exported,monitoring,2025-02-12,S13519
E996907,A009,U47574,report_exported,monitoring,2025-05-08,S89365
E133934,A019,U53879,alert_acknowledged,scheduling,2025-01-03,S28162
E253470,A005,U92408,alert_acknowledged,scheduling,2025-02-10,S19503
E550373,A044,U37973,patient_upload,analytics,2025-03-30,S70222
E817832,A011,U42408,login,monitoring,2025-05-19,S83661
E192040,A024,U89767,alert_acknowledged,analytics,2025-04-29,S21489
E191546,A038,U64771,patient_upload,analytics,2025-01-13,S88100
E948428,A028,U66895,report_exported,monitoring,2025-03-03,S46789
E212594,A013,U14671,report_exported,analytics,2025-02-19,S98292
E118486,A041,U64159,login,scheduling,2025-06-01,S11202
E757179,A002,U11462,report_exported,scheduling,2025-01-09,S59369
E594898,A035,U78492,login,analytics,2025-03-01,S39648
E823147,A039,U36713,login,analytics,2025-01-19,S23904
E757761,A007,U16607,report_exported,scheduling,2025-02-06,S56105
E182503,A040,U83834,patient_upload,analytics,2025-06-23,S64912
E598493,A035,U97535,login,monitoring,2025-03-19,S89075
E853181,A035,U91877,login,analytics,2025-06-12,S24158
E369377,A040,U58691,report_exported,analytics,2025-03-09,S47646
E134555,A010,U88538,patient_upload,analytics,2025-02-13,S59053
E202342,A028,U29619,login,monitoring,2025-03-22,S81154
E950060,A010,U15601,login,monitoring,2025-05-16,S35498
E455628,A035,U83439,patient_upload,scheduling,2025-06-17,S88015
E306624,A044,U23763,alert_acknowledged,analytics,2025-01-17,S20782
E474862,A022,U68761,login,scheduling,2025-05-28,S44284
E555834,A044,U70495,alert_acknowledged,monitoring,2025-01-07,S61428
E808925,A043,U52979,login,monitoring,2025-04-25,S72149
E304683,A022,U62775,patient_upload,scheduling,2025-04-04,S15243
E219973,A025,U60066,report_exported,analytics,2025-04-14,S31642
E324787,A003,U19317,alert_acknowledged,monitoring,2025-04-10,S70633
E355952,A047,U79876,patient_upload,scheduling,2025-02-06,S34779
E228868,A040,U53255,report_exported,analytics,2025-01-28,S32669
E531710,A048,U44047,report_exported,scheduling,2025-05-28,S77415
E549859,A022,U32866,report_exported,analytics,2025-05-07,S95377
E955988,A034,U92353,alert_acknowledged,monitoring,2025-05-07,S36807
E304522,A021,U89484,report_exported,analytics,2025-01-31,S91902
E652190,A021,U29019,alert_acknowledged,scheduling,2025-06-19,S46488
E261000,A045,U20096,alert_acknowledged,scheduling,2025-05-18,S13057
E913188,A004,U44383,patient_upload,scheduling,2025-04-29,S33841
E365879,A040,U16371,login,scheduling,2025-02-02,S24696
E222966,A038,U75216,login,monitoring,2025-06-15,S51517
E266175,A019,U73382,alert_acknowledged,scheduling,2025-04-24,S37611
E236917,A013,U14935,login,monitoring,2025-06-11,S81279
E131938,A021,U16637,patient_upload,monitoring,2025-05-18,S56176
E764605,A028,U95439,login,monitoring,2025-02-24,S43387
E580915,A011,U72944,patient_upload,monitoring,2025-04-04,S23973
E181349,A034,U35499,login,monitoring,2025-06-05,S41410
E643022,A047,U76628,alert_acknowledged,scheduling,2025-05-02,S73594
E580215,A012,U15187,alert_acknowledged,monitoring,2025-03-24,S34097
E957218,A012,U19077,report_exported,monitoring,2025-06-09,S96030
E411330,A032,U74871,alert_acknowledged,analytics,2025-03-29,S66282
E510820,A016,U38404,alert_acknowledged,analytics,2025-03-30,S95112
E474289,A040,U65351,report_exported,monitoring,2025-01-13,S20379
E833410,A011,U77322,alert_acknowledged,analytics,2025-02-24,S72636
E978253,A003,U80949,alert_acknowledged,analytics,2025-06-22,S34067
E257416,A005,U82789,patient_upload,monitoring,2025-06-25,S33725
E748844,A048,U51385,patient_upload,monitoring,2025-01-21,S67816
E347454,A029,U41611,alert_acknowledged,scheduling,2025-02-07,S60609
E107785,A025,U36359,patient_upload,analytics,2025-03-05,S22775
E787687,A033,U98161,report_exported,scheduling,2025-03-13,S94288
E287096,A003,U62661,report_exported,analytics,2025-02-17,S27058
E600592,A047,U16440,login,scheduling,2025-05-12,S92491
E856113,A040,U29912,patient_upload,scheduling,2025-06-04,S52859
E402482,A032,U74871,patient_upload,analytics,2025-04-15,S43921
E872530,A039,U36487,report_exported,scheduling,2025-02-09,S14682
E914299,A005,U39148,alert_acknowledged,monitoring,2025-06-02,S74989
E258149,A034,U86785,alert_acknowledged,analytics,2025-04-05,S99753
E348434,A033,U98161,alert_acknowledged,scheduling,2025-06-24,S97636
E950416,A011,U27583,patient_upload,analytics,2025-03-07,S32267
E862933,A049,U37334,alert_acknowledged,analytics,2025-06-09,S61277
E572460,A013,U49628,report_exported,analytics,2025-02-19,S62748
E595679,A024,U59328,report_exported,analytics,2025-06-28,S25644
E220913,A029,U19521,login,analytics,2025-03-22,S81257
E107478,A012,U61996,alert_acknowledged,analytics,2025-02-02,S20084
E505890,A036,U27951,patient_upload,monitoring,2025-01-07,S81604
E441028,A033,U18337,patient_upload,analytics,2025-01-14,S14553
E583080,A046,U54130,report_exported,monitoring,2025-06-25,S81267
E219150,A015,U48490,login,analytics,2025-03-23,S34425
E704186,A021,U59225,patient_upload,analytics,2025-01-13,S83297
E994021,A014,U73392,patient_upload,analytics,2025-02-01,S84122
E897707,A037,U91446,patient_upload,monitoring,2025-06-19,S50244
E389748,A007,U82967,patient_upload,monitoring,2025-06-02,S55283
E624665,A011,U33966,alert_acknowledged,monitoring,2025-02-20,S15772
E523348,A002,U29483,patient_upload,monitoring,2025-03-14,S38507
E312985,A022,U19979,alert_acknowledged,scheduling,2025-01-25,S72781
E904625,A024,U44375,login,scheduling,2025-05-20,S61845
E215903,A025,U60911,report_exported,scheduling,2025-06-22,S68360
E823017,A024,U79104,login,monitoring,2025-06-11,S18387
E410465,A002,U31544,report_exported,scheduling,2025-04-23,S77022
E677813,A003,U23967,alert_acknowledged,analytics,2025-05-19,S55580
E382434,A027,U36589,alert_acknowledged,analytics,2025-02-18,S33872
E934787,A031,U94488,alert_acknowledged,analytics,2025-01-03,S62069
E576482,A012,U40018,login,analytics,2025-06-16,S21830
E431670,A022,U40436,report_exported,scheduling,2025-04-28,S55467
E534044,A023,U90488,login,monitoring,2025-03-14,S34336
E482480,A043,U96849,report_exported,monitoring,2025-03-02,S55154
E448416,A010,U47029,alert_acknowledged,analytics,2025-01-25,S10185
E913373,A031,U60609,patient_upload,scheduling,2025-04-06,S88523
E116798,A038,U21683,alert_acknowledged,scheduling,2025-01-28,S51415
E463899,A022,U66358,report_exported,monitoring,2025-06-05,S85493
E819862,A040,U62304,patient_upload,analytics,2025-01-01,S33435
E110411,A029,U19521,login,analytics,2025-03-16,S88846
E483872,A008,U42362,login,monitoring,2025-02-03,S64080
E320085,A018,U78212,alert_acknowledged,analytics,2025-03-09,S21989
E518469,A048,U96119,report_exported,analytics,2025-03-28,S13951
E704385,A040,U12110,patient_upload,monitoring,2025-03-30,S47368
E238188,A034,U72386,report_exported,analytics,2025-05-01,S22230
E545960,A038,U70371,login,analytics,2025-03-04,S66026
E374155,A020,U79264,alert_acknowledged,scheduling,2025-02-14,S26079
E301278,A037,U85699,alert_acknowledged,analytics,2025-03-08,S99775
E180865,A035,U30050,report_exported,monitoring,2025-02-01,S45183
E834936,A035,U70665,alert_acknowledged,scheduling,2025-04-15,S70600
E421368,A041,U38292,alert_acknowledged,analytics,2025-03-11,S44860
E177686,A026,U20017,login,scheduling,2025-04-09,S33004
E679680,A002,U59135,report_exported,monitoring,2025-05-26,S58868
E781106,A011,U82690,alert_acknowledged,monitoring,2025-03-29,S70681
E495387,A034,U99017,report_exported,analytics,2025-06-21,S93966
E851087,A047,U79922,report_exported,analytics,2025-05-26,S92803
E977338,A010,U22484,report_exported,scheduling,2025-04-06,S88441
E467687,A049,U90698,report_exported,analytics,2025-06-15,S98268
E523445,A022,U59746,report_exported,monitoring,2025-04-08,S18922
E305350,A022,U40436,report_exported,scheduling,2025-04-08,S55749
E844558,A003,U94184,report_exported,scheduling,2025-03-22,S20074
E258301,A021,U31087,alert_acknowledged,scheduling,2025-04-07,S48014
E707212,A029,U45325,alert_acknowledged,analytics,2025-06-02,S39078
E658226,A016,U59942,login,analytics,2025-05-15,S52003
E616720,A023,U57457,alert_acknowledged,analytics,2025-05-27,S63523
E242821,A013,U71048,alert_acknowledged,analytics,2025-03-18,S36909
E176334,A026,U90244,patient_upload,scheduling,2025-05-31,S19235
E749187,A042,U10967,report_exported,analytics,2025-02-24,S41553
E895985,A048,U27223,report_exported,monitoring,2025-05-30,S50611
E536123,A021,U31283,report_exported,monitoring,2025-04-23,S46633
E722292,A002,U75094,alert_acknowledged,analytics,2025-05-04,S17420
E519382,A015,U99894,report_exported,analytics,2025-03-08,S69922
E429220,A036,U56003,patient_upload,monitoring,2025-03-04,S86827
E526743,A035,U33898,login,scheduling,2025-02-22,S32257
E242283,A044,U56037,report_exported,scheduling,2025-04-15,S61681
E722181,A030,U89072,patient_upload,scheduling,2025-02-15,S99538
E729691,A003,U10979,alert_acknowledged,scheduling,2025-02-03,S13142
E925200,A039,U22161,patient_upload,analytics,2025-06-07,S84068
E961058,A048,U15753,report_exported,analytics,2025-05-10,S62093
E191012,A035,U94524,login,monitoring,2025-01-26,S74759
E112250,A048,U24954,patient_upload,scheduling,2025-04-23,S23325
E471268,A031,U82317,patient_upload,analytics,2025-01-04,S55999
E531994,A029,U86280,alert_acknowledged,monitoring,2025-06-04,S43578
E640341,A002,U50272,alert_acknowledged,scheduling,2025-06-03,S21872
E873749,A039,U80878,alert_acknowledged,analytics,2025-01-20,S34853
E117339,A009,U27158,login,monitoring,2025-01-20,S56557
E364312,A007,U99267,report_exported,analytics,2025-01-10,S74664
E554120,A008,U21175,patient_upload,analytics,2025-02-18,S43465
E391775,A027,U67881,login,analytics,2025-01-11,S31762
E502821,A034,U72386,login,scheduling,2025-04-21,S63934
E336732,A024,U73912,report_exported,analytics,2025-06-16,S49603
E168090,A013,U49628,report_exported,analytics,2025-05-29,S70586
E237922,A024,U62941,patient_upload,monitoring,2025-06-23,S64683
E209128,A037,U84131,alert_acknowledged,scheduling,2025-03-06,S53504
E790898,A043,U24224,patient_upload,scheduling,2025-05-12,S60444
E250115,A014,U43203,login,monitoring,2025-05-08,S22372
E492293,A038,U56787,login,monitoring,2025-01-16,S17128
E155769,A021,U23147,login,monitoring,2025-02-02,S64307
E689828,A046,U91963,alert_acknowledged,scheduling,2025-06-11,S60846
E633346,A039,U19988,patient_upload,analytics,2025-06-05,S50375
E107012,A048,U96119,patient_upload,scheduling,2025-02-28,S83315
E425315,A027,U16462,patient_upload,analytics,2025-05-06,S26123
E541185,A003,U37721,login,monitoring,2025-03-14,S59173
E849824,A001,U43096,login,monitoring,2025-05-03,S30595
E646463,A004,U75707,alert_acknowledged,monitoring,2025-04-03,S40740
E474464,A010,U63003,report_exported,monitoring,2025-02-23,S22791
E866740,A011,U69928,login,analytics,2025-05-28,S60827
E794473,A035,U84262,report_exported,analytics,2025-02-23,S30888
E955207,A047,U75872,report_exported,monitoring,2025-03-13,S66153
E420598,A038,U46607,patient_upload,monitoring,2025-04-15,S85879
E634324,A044,U80361,login,analytics,2025-05-04,S67000
E118408,A041,U61203,alert_acknowledged,analytics,2025-05-04,S30403
E288041,A048,U22984,alert_acknowledged,scheduling,2025-05-03,S35084
E574127,A043,U74421,login,monitoring,2025-01-10,S19668
E983392,A039,U58849,alert_acknowledged,monitoring,2025-05-05,S57169
E881954,A044,U11387,patient_upload,scheduling,2025-06-18,S92595
E391675,A002,U73139,alert_acknowledged,scheduling,2025-06-23,S44351
E325354,A037,U68188,alert_acknowledged,analytics,2025-06-23,S90221
E547097,A001,U48500,report_exported,scheduling,2025-04-15,S71204
E294977,A029,U68648,alert_acknowledged,analytics,2025-04-29,S72319
E363330,A050,U44200,alert_acknowledged,monitoring,2025-01-19,S79052
E523909,A014,U87562,login,analytics,2025-03-08,S95850
E842259,A006,U81669,login,monitoring,2025-05-02,S40069
E135009,A043,U56943,patient_upload,scheduling,2025-03-16,S64663
E247891,A022,U63193,alert_acknowledged,scheduling,2025-01-29,S36303
E136940,A021,U72035,login,scheduling,2025-06-16,S72514
E801974,A038,U54966,patient_upload,monitoring,2025-04-27,S71301
E133988,A015,U28352,login,analytics,2025-01-01,S15354
E866187,A038,U16040,patient_upload,scheduling,2025-02-21,S53737
E981924,A008,U90200,login,scheduling,2025-02-21,S39696
E992466,A012,U76701,login,monitoring,2025-06-12,S23348
E972558,A021,U10011,report_exported,monitoring,2025-01-02,S38975
E474264,A049,U32981,alert_acknowledged,scheduling,2025-02-05,S19091
E363804,A049,U85418,alert_acknowledged,monitoring,2025-04-30,S51599
E697146,A001,U75547,login,scheduling,2025-01-13,S64740
E212815,A005,U28349,login,analytics,2025-03-13,S60130
E661181,A033,U28649,alert_acknowledged,analytics,2025-05-06,S36954
E656415,A016,U18991,alert_acknowledged,analytics,2025-02-22,S49189
E823020,A033,U69215,report_exported,scheduling,2025-04-14,S70100
E634461,A005,U27906,login,monitoring,2025-03-31,S83294
E141830,A002,U19555,alert_acknowledged,monitoring,2025-03-16,S66732
E735989,A037,U97994,patient_upload,scheduling,2025-04-27,S94450
E772447,A001,U64243,alert_acknowledged,analytics,2025-04-05,S36294
E549799,A043,U56943,patient_upload,analytics,2025-03-26,S36511
E812244,A005,U56830,patient_upload,monitoring,2025-02-24,S48878
E378600,A027,U34864,alert_acknowledged,scheduling,2025-06-17,S85487
E454284,A012,U40018,login,analytics,2025-06-09,S87682
E496882,A028,U18151,patient_upload,monitoring,2025-06-30,S85217
E269759,A041,U22879,login,scheduling,2025-01-03,S37386
E277187,A002,U57041,login,scheduling,2025-03-09,S24769
E972382,A048,U63050,patient_upload,monitoring,2025-04-01,S66844
E704880,A004,U51511,patient_upload,analytics,2025-06-08,S40223
E315841,A027,U30845,alert_acknowledged,analytics,2025-05-01,S14563
E194317,A011,U60422,alert_acknowledged,analytics,2025-04-12,S91613
E282197,A033,U58073,login,scheduling,2025-03-02,S57307
E954583,A043,U67364,alert_acknowledged,analytics,2025-04-01,S23608
E171065,A035,U84262,alert_acknowledged,monitoring,2025-03-14,S60633
E218442,A024,U23697,login,scheduling,2025-01-18,S80953
E448319,A012,U54553,login,monitoring,2025-04-14,S63739
E684093,A033,U71305,patient_upload,analytics,2025-03-16,S64909
E954754,A004,U13298,report_exported,analytics,2025-03-07,S68014
E674514,A049,U76544,report_exported,analytics,2025-04-23,S73996
E122528,A036,U29340,report_exported,monitoring,2025-06-26,S55349
E692053,A024,U99612,patient_upload,scheduling,2025-03-04,S73403
E880925,A013,U39986,report_exported,scheduling,2025-04-11,S27684
E709655,A039,U73739,login,monitoring,2025-01-17,S64827
E908261,A035,U43979,report_exported,scheduling,2025-04-15,S37911
E807056,A035,U91497,alert_acknowledged,analytics,2025-02-16,S34863
E802737,A007,U52544,alert_acknowledged,monitoring,2025-04-01,S38133
E263455,A029,U76838,report_exported,scheduling,2025-05-12,S87605
E154393,A025,U60066,report_exported,analytics,2025-01-24,S11274
E771470,A045,U44609,patient_upload,scheduling,2025-06-13,S89112
E532434,A028,U97158,login,scheduling,2025-06-26,S70644
E202727,A048,U59503,patient_upload,monitoring,2025-04-21,S30962
E337477,A018,U80857,patient_upload,monitoring,2025-01-17,S35420
E357554,A017,U40131,patient_upload,monitoring,2025-05-14,S41240
E490759,A050,U44200,alert_acknowledged,scheduling,2025-05-27,S48094
E865572,A012,U54553,alert_acknowledged,analytics,2025-02-04,S92214
E577306,A005,U84243,report_exported,analytics,2025-02-16,S61649
E229557,A009,U57483,login,monitoring,2025-03-20,S94709
E514958,A038,U88129,patient_upload,scheduling,2025-03-25,S87034
E576561,A041,U32675,alert_acknowledged,monitoring,2025-01-25,S54210
E139462,A049,U32430,alert_acknowledged,analytics,2025-02-06,S50156
E405823,A024,U73869,patient_upload,scheduling,2025-04-10,S48469
E367818,A043,U80590,report_exported,monitoring,2025-06-26,S16686
E601786,A049,U52149,report_exported,scheduling,2025-03-29,S76301
E302713,A022,U83280,alert_acknowledged,analytics,2025-05-28,S82508
E721532,A041,U42912,login,monitoring,2025-06-25,S22292
E418637,A014,U43802,alert_acknowledged,scheduling,2025-02-21,S50155
E878945,A015,U28352,alert_acknowledged,scheduling,2025-01-17,S93525
E855341,A001,U61379,login,analytics,2025-05-09,S66329
E399756,A002,U60514,alert_acknowledged,analytics,2025-06-24,S18113
E803961,A044,U36950,login,analytics,2025-03-21,S50382
E855835,A037,U91446,patient_upload,monitoring,2025-02-25,S80925
E662416,A038,U21854,patient_upload,analytics,2025-03-19,S57438
E626803,A050,U38029,report_exported,scheduling,2025-05-07,S88459
E675338,A004,U62005,report_exported,scheduling,2025-02-12,S35745
E683604,A023,U33954,login,scheduling,2025-01-10,S54336
E509011,A038,U16354,login,scheduling,2025-06-24,S25238
E990662,A041,U55911,patient_upload,scheduling,2025-06-07,S39088
E901951,A002,U89165,alert_acknowledged,scheduling,2025-06-16,S11311
E821946,A049,U17429,patient_upload,scheduling,2025-01-20,S15642
E493828,A012,U53200,patient_upload,analytics,2025-01-17,S12534
E628026,A005,U67184,report_exported,scheduling,2025-01-12,S55878
E240852,A032,U83243,alert_acknowledged,monitoring,2025-04-14,S35556
E566263,A013,U51812,patient_upload,monitoring,2025-05-15,S67739
E514228,A015,U28752,report_exported,monitoring,2025-06-14,S63575
E451529,A043,U52979,alert_acknowledged,scheduling,2025-01-28,S29691
E186903,A048,U60000,report_exported,analytics,2025-05-29,S73078
E698151,A011,U51580,login,scheduling,2025-02-19,S16497
E276153,A036,U74071,patient_upload,monitoring,2025-03-02,S53633
E979300,A048,U87859,alert_acknowledged,analytics,2025-04-20,S35018
